Hessian ranking for layer encoded_vector (param idx, rank)
790, 0.4601157009601593
796, 0.4131304621696472
799, 0.2980806231498718
795, 0.2165992259979248
786, 0.21586789190769196
838, 0.20559340715408325
844, 0.18588803708553314
785, 0.16872557997703552
784, 0.1489991545677185
198, 0.1484348326921463
774, 0.14340536296367645
798, 0.14021095633506775
204, 0.1370858997106552
780, 0.13246002793312073
847, 0.1299830675125122
791, 0.11001332849264145
918, 0.10683939605951309
843, 0.1003895252943039
834, 0.09981486946344376
924, 0.09342346340417862
207, 0.09153357148170471
783, 0.08817770332098007
833, 0.07861004769802094
927, 0.06959842145442963
806, 0.0692494660615921
832, 0.0690373107790947
194, 0.06762038916349411
203, 0.06648029386997223
770, 0.06542500108480453
286, 0.06429386883974075
779, 0.06418490409851074
812, 0.06304957717657089
846, 0.06070446968078613
193, 0.05231091007590294
914, 0.052209194749593735
923, 0.052016571164131165
284, 0.05192416161298752
206, 0.05188396945595741
782, 0.05117351561784744
769, 0.05036585032939911
406, 0.049987778067588806
839, 0.04908503592014313
1558, 0.0490744523704052
192, 0.04632946103811264
768, 0.0445702038705349
412, 0.04376593604683876
815, 0.04362426698207855
913, 0.042446572333574295
326, 0.04090472310781479
332, 0.039950381964445114
278, 0.03809308633208275
1564, 0.03759939596056938
912, 0.03597896918654442
710, 0.035946667194366455
811, 0.034616801887750626
802, 0.034588828682899475
415, 0.03242022544145584
926, 0.03228326514363289
199, 0.03154567629098892
716, 0.031228473410010338
775, 0.03071201592683792
350, 0.02889103814959526
335, 0.02858542837202549
919, 0.028040744364261627
1567, 0.027309678494930267
1563, 0.02724432572722435
342, 0.026986556127667427
348, 0.02645421028137207
801, 0.025846481323242188
719, 0.024837465956807137
1554, 0.024295954033732414
1552, 0.023851092904806137
334, 0.023768048733472824
1046, 0.023430118337273598
800, 0.02303294837474823
814, 0.020618082955479622
414, 0.020492693409323692
706, 0.0202797781676054
411, 0.01827402599155903
310, 0.017872165888547897
1553, 0.017682399600744247
318, 0.017452124506235123
807, 0.017293257638812065
715, 0.016440624371170998
316, 0.016279025003314018
582, 0.015878720209002495
1014, 0.015588340349495411
331, 0.01533121895045042
401, 0.015183736570179462
400, 0.015154281631112099
1055, 0.0149849783629179
402, 0.014532921835780144
588, 0.014411712996661663
302, 0.014179356396198273
1559, 0.013998103328049183
1052, 0.013477165251970291
1020, 0.012960592284798622
1048, 0.012939242646098137
1047, 0.012726891785860062
273, 0.012506697326898575
1051, 0.012104322202503681
705, 0.011944941245019436
1040, 0.011790480464696884
321, 0.011599947698414326
711, 0.010721252299845219
337, 0.010450541041791439
300, 0.010417662560939789
718, 0.010381976142525673
704, 0.01033228449523449
328, 0.0102107347920537
407, 0.010120856575667858
1041, 0.010090692900121212
792, 0.009956182911992073
794, 0.009888429194688797
860, 0.00986905675381422
591, 0.009853392839431763
1054, 0.00980976689606905
1045, 0.00970030389726162
856, 0.009664325043559074
322, 0.009354750625789165
