bit_index, EMD
5857, 1.3114094618262713
4307, 1.3113851374601948
6250, 1.3111853796598467
800, 1.3111736957603808
502, 1.3110321130369917
3657, 1.3110039330719307
8141, 1.3106602606979456
8151, 1.3106370118992041
6251, 1.3105580852557224
9070, 1.31055146556219
3565, 1.310550796937645
1847, 1.3105500148175069
8716, 1.3104930059224416
8792, 1.3104767325848505
5290, 1.310464842114634
31, 1.3104424474273293
1110, 1.310416479785237
4930, 1.3103746787498745
3700, 1.3103356703197622
2701, 1.3103191221166517
1761, 1.3102878492318553
3840, 1.3102635770174793
8440, 1.3101447060050322
4620, 1.3101075266109703
8486, 1.3100288962438333
3065, 1.309999646869017
285, 1.3099338026857068
513, 1.3099297248036035
5021, 1.3098421749756786
23, 1.3098269053586493
2360, 1.3098058991894894
857, 1.3098019617485293
3056, 1.309770219202323
1875, 1.3097643969235497
3825, 1.3095050775529313
6485, 1.309492166748952
8471, 1.309349293625089
1052, 1.309296910799989
3705, 1.309283452004166
3846, 1.3092224038866531
2725, 1.309183722678669
2362, 1.3091471508095691
1240, 1.3091106081891746
5627, 1.309098668805327
6565, 1.3090454227390291
2727, 1.3088652382666996
2571, 1.3086421074155978
262, 1.3085912605312202
840, 1.3085497836973894
3250, 1.3083945091975733
8172, 1.3082787210309372
3410, 1.308267996851353
8370, 1.3082408384751807
8325, 1.3080483402264904
458, 1.3079345336394366
8197, 1.3078753139669008
3055, 1.3078745970311105
5691, 1.3078397385691511
1885, 1.3078066152879326
2170, 1.3077860202699372
4835, 1.3077111826445222
2366, 1.3075715679690894
3875, 1.3075282833171995
8365, 1.307501592192107
901, 1.3074939271915342
4430, 1.3074442318326638
8766, 1.3074244935757637
5052, 1.307379885230781
6495, 1.307358078647016
2325, 1.3073513305392985
5645, 1.3072523909737417
3495, 1.3071943113955258
2376, 1.3069568837309804
3540, 1.3069514254342351
1790, 1.3069298810407761
6275, 1.3069285266489343
2615, 1.3069102346682646
3916, 1.306867661722991
3071, 1.3068341874226015
6246, 1.3068137284636026
42, 1.3068051641343175
2310, 1.3067917559567723
5190, 1.3066696891471015
3810, 1.3066442362823267
8727, 1.3066191722942335
6375, 1.3065275176079414
6405, 1.306521462012928
292, 1.3063918399854495
5536, 1.306257555989565
5817, 1.3062018887870785
6265, 1.3061785195787337
71, 1.3061688878052364
5621, 1.3061216968473632
912, 1.3061206543147965
302, 1.3060760752633587
5571, 1.3060533024854488
1095, 1.306042593671204
256, 1.3060045748224551
3, 1.3059971599687288
2397, 1.3059332715826488
4961, 1.3058513496300892
986, 1.305794327694347
1950, 1.3057029728761864
2096, 1.305698292494823
8260, 1.3056655095935599
5207, 1.3056607534313314
4652, 1.305649208160915
8411, 1.3056363287593438
5690, 1.3056262273296082
265, 1.305598752427036
5705, 1.3055860587657941
445, 1.3055851279309068
5546, 1.3054426445211977
8045, 1.3053699259438316
2037, 1.3053484658569126
6536, 1.3053467956398608
3670, 1.305330125553363
1391, 1.305248053505843
208, 1.3052168172806558
4576, 1.3051085057397271
8187, 1.305102603424885
2032, 1.30504830119737
3706, 1.3050260315247078
4535, 1.3050021436161992
5425, 1.304989412430324
8335, 1.3049800776500833
4785, 1.3049684900345384
4321, 1.3049501308587337
3315, 1.3049212753657482
4465, 1.304903675243736
3646, 1.304819987254941
4395, 1.304808873364833
1055, 1.304751749608672
1726, 1.3047339725405904
4312, 1.3047318643339207
3416, 1.3046716374959817
3576, 1.3046716374959817
3577, 1.3046716374959817
3815, 1.3046716374959817
921, 1.304542503585848
697, 1.304542192830366
4656, 1.3045330177014443
8138, 1.3045100576974624
2635, 1.3045061394584743
5231, 1.3044946014651129
5530, 1.3044571623295167
4343, 1.3044224841750824
6450, 1.3043598654526916
2580, 1.3043565865909268
5050, 1.3043470861035713
3590, 1.3043277291324606
2008, 1.3042726786596348
8380, 1.3042033459164482
5806, 1.3041909452894145
3655, 1.304128889902628
342, 1.3040887354577828
8371, 1.304057735222711
507, 1.3040392684191207
2082, 1.304032056011212
8685, 1.3039977268097367
5047, 1.303975385968966
1135, 1.3039673832874292
8245, 1.303954462723493
9, 1.303929892170579
471, 1.3039208985049457
6580, 1.3039023822644171
4546, 1.3037965741678488
1015, 1.303794294167936
900, 1.3037656938815507
3510, 1.3037514278222382
4415, 1.3037443680978051
2695, 1.3037064579886428
495, 1.3036152666713565
130, 1.3034962535239063
4286, 1.303459480518208
5211, 1.3034439400270033
8146, 1.3034251438007813
3931, 1.3034114061431623
3625, 1.3033851700937527
1773, 1.3033789556525854
4510, 1.303354360829318
1650, 1.3033256334700851
5071, 1.3033233311863284
5216, 1.3032640025196045
1792, 1.3032500467320904
8686, 1.3032315966714065
4283, 1.303203089305122
5675, 1.3031821555515886
3020, 1.3031820262463267
1860, 1.3031791419926846
4642, 1.3031776054070316
8466, 1.3031723085265434
8505, 1.3031408633364876
8771, 1.3031111716486634
8797, 1.3030985625430174
5681, 1.3030970694788075
8316, 1.3030336588849036
5240, 1.302981455053177
981, 1.3029214392858446
856, 1.3028867132268331
8285, 1.3028628515227942
1769, 1.3028425900414757
2572, 1.3028375057985786
143, 1.302756519136851
8432, 1.3024655777256822
5030, 1.302461192620661
5286, 1.3024502364627828
5853, 1.3024093506600862
4390, 1.302391301422516
113, 1.302385668536502
4210, 1.302282883645203
48, 1.3022320438849748
89, 1.3021852579269235
3696, 1.3021818225484048
5622, 1.3021556717130771
201, 1.302102976345331
1796, 1.3020092376291807
2087, 1.301996952188264
6220, 1.3019603987291373
1151, 1.3019578414060893
2732, 1.3019409071512076
1987, 1.3018725930080342
2681, 1.3018275717987229
4592, 1.3018046373473067
167, 1.3017555938414511
8, 1.3017549170129805
6455, 1.3017411024001042
2710, 1.3017259583480034
1962, 1.301724464478059
1721, 1.3016662545848285
6555, 1.3016171660623417
2377, 1.3015905363567886
4521, 1.301577802635638
1935, 1.3015709099411445
5541, 1.301537021975157
8250, 1.3015035543696993
5315, 1.3014809096231281
8410, 1.301459292284898
8321, 1.3014453770544758
5597, 1.3014147661476314
5572, 1.3014064890392842
2545, 1.3013869262912454
2388, 1.3013785212860371
6491, 1.3013474271061178
27, 1.301328180742137
230, 1.3012889446390608
117, 1.301275626697268
938, 1.301253435977202
8346, 1.3012493886050578
1125, 1.301237546835989
5195, 1.3012186548153504
4525, 1.301217654737861
4796, 1.3011700296258084
8717, 1.301148903483459
8813, 1.3011152265584025
2427, 1.301111285641289
2391, 1.3010760744309557
5667, 1.3010386256583133
3531, 1.3010081626122747
136, 1.3010066741069157
1765, 1.3009803897181753
57, 1.3009742325384088
5056, 1.3009669014965013
4361, 1.3009578471207812
1741, 1.3009418796726429
1133, 1.3009279013698567
8098, 1.3008874552938594
5162, 1.3008642558235493
3658, 1.3008409149387277
1330, 1.3007048983925156
811, 1.3006918320491698
1126, 1.3006821303956202
8412, 1.3006669541719695
4640, 1.3006319970699651
2351, 1.3006217538098201
4645, 1.300570977666644
4605, 1.3004730642841962
3465, 1.3004302600982656
3042, 1.3004061572713954
8834, 1.3003490863056533
3035, 1.3003126296512804
8188, 1.3003115431761878
5826, 1.30029437619509
8825, 1.3002897755676468
2651, 1.3002137787617336
4130, 1.3002107036007675
3051, 1.300201552876608
4406, 1.300191516847652
6385, 1.3001481409126536
5275, 1.300122839635458
4647, 1.3001192883384618
3415, 1.3001118675915477
3575, 1.3001118675915477
5567, 1.3000459502800952
5635, 1.3000371275900815
1781, 1.300007180504801
282, 1.2999944185949406
1871, 1.2999123516487532
4436, 1.2999065089625907
8290, 1.299849833688182
1940, 1.2997818902569602
8435, 1.29977815262549
3932, 1.2997716710962515
5671, 1.2997659936618375
8113, 1.2996841929864953
3535, 1.299677794582574
2531, 1.2996598554824046
845, 1.2995837192299473
3006, 1.2995836429123702
8722, 1.2995742065358007
3865, 1.2995158729869742
4296, 1.299494543606193
5490, 1.299450139648187
8087, 1.2994272516770902
8395, 1.2994198963505772
1931, 1.2994121708945197
5831, 1.2993811381968072
8179, 1.2993572028184563
5556, 1.299325919963542
8088, 1.299270722433803
107, 1.2992702194878456
8086, 1.2992204492197448
5837, 1.299205044722716
5526, 1.2992003225154045
197, 1.2991963146127787
3896, 1.2991931606581377
466, 1.2991467435361406
2005, 1.2991071673871581
2346, 1.2991066583261153
2421, 1.299067009397275
5471, 1.2990619442830682
2013, 1.2990584599410404
2306, 1.2990230887925667
4450, 1.2990178501199194
3926, 1.2989827360025927
6236, 1.298971209345694
5013, 1.2989395351853863
4972, 1.2989359967394554
260, 1.2989351900955055
6585, 1.2989118960415875
4626, 1.298866058269152
5842, 1.2988636892862018
8765, 1.2988549607665698
4988, 1.2988481787693678
4671, 1.298847779702367
3951, 1.2988099908643969
5026, 1.2987874494799718
5652, 1.2987752509280703
1747, 1.2987678325033474
1972, 1.2987674328613263
8083, 1.298763052760586
805, 1.2987278706908831
8690, 1.2987201795678391
5650, 1.2987115054374012
1805, 1.2986978741412285
1787, 1.2986631551665115
4806, 1.2986567154102846
2601, 1.298646210746426
6266, 1.2986390364562097
267, 1.2985928151146406
5617, 1.29858338105088
4326, 1.2985803640956894
8168, 1.298570040090773
3011, 1.298540096147307
183, 1.298519548193424
4850, 1.2985071198418425
1731, 1.2984958751989484
5607, 1.2984900315823489
3941, 1.298453346589482
4333, 1.2984111242383376
128, 1.2983916813770773
6411, 1.2983850242278532
6412, 1.2983850242278532
6571, 1.2983850242278532
6572, 1.2983850242278532
6573, 1.2983850242278532
8123, 1.2983273504643935
8818, 1.298305995011317
5573, 1.2982648011284308
6400, 1.2982347263276544
962, 1.298227355008963
1675, 1.2982202840655046
6511, 1.2982114646250429
8200, 1.2982049049025082
4421, 1.2981997288215261
6440, 1.298183171851113
982, 1.2981700377209942
5246, 1.2981678476908796
8467, 1.2981589110178562
990, 1.2981243137459084
3072, 1.298064053611154
3566, 1.2980530353329982
6466, 1.2980477896289502
4375, 1.2980256438854527
4772, 1.298008537881135
4978, 1.2979968610389403
8732, 1.2979943823051818
5562, 1.2979871413971207
9010, 1.2979828597288472
8772, 1.2979428144384335
1865, 1.2979010454757196
68, 1.297895311896069
8158, 1.2978943373093652
2692, 1.2978310703780225
4327, 1.2978296046118665
3515, 1.2978003878282784
1856, 1.2977867986072968
4964, 1.2977867873485267
3285, 1.2977807195089621
8697, 1.2977768211506884
4865, 1.297755168929768
6546, 1.2977403117833024
