Hessian ranking (weighted sum * eigenvalue) for layer encoded_vector (param idx, rank)
1671, 1.5155337317846715
453, 1.5151134198531508
1547, 1.5071432470576838
461, 1.5063946429872885
1621, 1.4944354895269498
704, 1.484584579942748
586, 1.4806935832602903
439, 1.4806362786330283
1225, 1.459829774685204
455, 1.447071082657203
99, 1.4364284399543976
1214, 1.4296599682420492
31, 1.4250818627187982
473, 1.3955697743331257
114, 1.3869608594104648
1023, 1.3843106753192842
457, 1.373864547116682
781, 1.355865624267608
587, 1.3554077140288427
1015, 1.347165238490561
1611, 1.3432046572561376
591, 1.3387911433819681
830, 1.3320234172279015
882, 1.3250694408197887
91, 1.2919233462307602
22, 1.280744998541195
931, 1.2792607913725078
940, 1.273916466278024
454, 1.273031607066514
1217, 1.2712043828796595
986, 1.2656649149139412
530, 1.2552251293091103
1556, 1.2449696210533148
1241, 1.2394753834232688
1684, 1.2271109687862918
1602, 1.2197855287813582
122, 1.2164268010528758
188, 1.2116751276007562
634, 1.2075925774406642
305, 1.1903225956484675
1601, 1.1857914091087878
67, 1.1813520439027343
1010, 1.175584419630468
450, 1.1664656109642237
464, 1.1610408049309626
288, 1.1563295072410256
805, 1.1548366111237556
638, 1.150257677771151
936, 1.1379926254448947
1011, 1.134769091848284
1019, 1.120489063905552
906, 1.1189831572119147
189, 1.111396349268034
659, 1.1019580592401326
1733, 1.0986183935892768
962, 1.0946816185605712
466, 1.093769570114091
577, 1.0752766772639006
1587, 1.0705250571481884
631, 1.0702086384408176
1624, 1.0615028908941895
848, 1.0496867131441832
967, 1.0254361274419352
658, 1.0233502881601453
960, 1.0198234455892816
541, 1.0125021657122488
929, 1.011998133326415
1039, 1.0082891346828546
576, 1.0041101957322098
633, 1.0037611596053466
1227, 1.0030108126811683
1596, 0.9984062449075282
1230, 0.997401918633841
1180, 0.9862779872491956
1584, 0.9819165214430541
971, 0.9815272376872599
643, 0.98144655051874
64, 0.9784620358841494
1591, 0.9745938465930521
191, 0.9618051436846144
76, 0.9602900870377198
17, 0.9575230499031022
111, 0.9482586261583492
506, 0.9399661843199283
294, 0.9291864949846058
1016, 0.9155135038308799
854, 0.9143135179765522
1737, 0.9090369530022144
1092, 0.907591691124253
1612, 0.9014891205588356
1739, 0.8938016681931913
1668, 0.8929387823445722
1600, 0.8768203580402769
532, 0.8730260417505633
98, 0.872638595465105
123, 0.8662192223127931
1589, 0.8654491636407329
540, 0.8634549494454404
1606, 0.859715353581123
471, 0.8590536130941473
80, 0.8577183920424432
1224, 0.8491248989012092
1218, 0.8456122255884111
629, 0.8283284961362369
1578, 0.8216218412271701
831, 0.8206110842293128
197, 0.8102053560432978
1208, 0.8093213462270796
83, 0.807769293198362
813, 0.8024394891690463
632, 0.8023336556507275
1626, 0.800586806202773
121, 0.7990335754002444
965, 0.7988910102285445
1206, 0.7894956333911978
934, 0.7893084163370077
1603, 0.7807688718457939
1608, 0.7684408304630779
1592, 0.7633416331373155
304, 0.7587508060969412
662, 0.7421970046125352
809, 0.7419961499690544
975, 0.7311361982719973
459, 0.7269057700759731
307, 0.71456508920528
1604, 0.7141745544795413
1742, 0.7131208014907315
928, 0.7072189190657809
452, 0.7057249490753748
626, 0.7043430771445855
849, 0.7014585377182811
667, 0.6963777100318111
262, 0.6944849324645475
1053, 0.692031160229817
1619, 0.690590243175393
983, 0.6865998959983699
935, 0.6681934448424727
297, 0.6679289769381285
880, 0.665955354252219
1043, 0.6619654552196153
1183, 0.6590206491528079
933, 0.6563291788334027
303, 0.6508198596420698
980, 0.6443575598241296
1209, 0.6421378736849874
1730, 0.6388481622561812
1013, 0.6312280766433105
510, 0.6294465217506513
264, 0.619457931490615
904, 0.6192037274013273
505, 0.6174350458313711
1009, 0.6094470425596228
475, 0.604554926045239
463, 0.60258168229484
803, 0.5986841381527483
1622, 0.5943026400054805
1628, 0.5860339971841313
449, 0.5846894927090034
120, 0.5820932533533778
543, 0.5774507866008207
827, 0.5729889793874463
279, 0.5714802110451274
1062, 0.5688590892750653
93, 0.567935061379103
465, 0.5642070284520742
1686, 0.5637380060506985
448, 0.5584850595187163
323, 0.5515168277779594
79, 0.5514750597067177
1586, 0.5454158470965922
539, 0.5430100702506024
107, 0.5425893922656542
508, 0.5329071149390074
1175, 0.5275148319196887
1615, 0.526957454479998
10, 0.518902316573076
1741, 0.5183380002272315
1736, 0.5172765266615897
1616, 0.5171329841250554
75, 0.5067770511377603
451, 0.5057969792396761
117, 0.5051090279230266
147, 0.4964927380642621
661, 0.49350444797892123
1573, 0.4924833785626106
668, 0.4892175052082166
270, 0.48067441541934386
969, 0.47967033612076193
1607, 0.47264071996323764
1228, 0.47263808612478897
762, 0.4712006802437827
1599, 0.46685734984930605
671, 0.46461232769070193
1740, 0.46311757431249134
611, 0.4529753552924376
1171, 0.4509740035282448
1729, 0.45068689715117216
504, 0.4497993412296637
990, 0.44777421187609434
639, 0.4466670523106586
1021, 0.44074488908518106
1630, 0.4371961990837008
939, 0.43509940561125404
258, 0.43402094120392576
1145, 0.4271865196933504
399, 0.42029102984815836
978, 0.4180694636888802
691, 0.4152274047883111
69, 0.414673101331573
889, 0.40714915189892054
501, 0.39031153022369836
985, 0.3850739946574322
324, 0.3739390906121116
908, 0.3691233167119208
1683, 0.3640079826582223
895, 0.3636963051976636
988, 0.3614723603564016
901, 0.360299819993088
81, 0.360139976030041
66, 0.3595015029350179
390, 0.35869527159957215
1572, 0.35752973980197567
259, 0.35427060833899304
430, 0.3533366542542353
898, 0.35100650673848577
14, 0.34912375023122877
1103, 0.347227840567939
127, 0.3461329878336983
977, 0.3408174540527398
1618, 0.3386599399723309
267, 0.3363846114370972
498, 0.3293212690332439
910, 0.32723909051856026
981, 0.3251033425622154
885, 0.32149163057329133
1581, 0.3211765868982184
818, 0.32008436316391453
1222, 0.31715519788849633
1595, 0.31193923437967896
95, 0.3111901373777073
930, 0.3096295623690821
8, 0.3078523901058361
1734, 0.3057103065075353
131, 0.30292584089329466
1627, 0.2999561592005193
1146, 0.2998901432729326
1231, 0.29676289451890625
261, 0.29539304319769144
9, 0.2938752587651834
528, 0.29137213362264447
86, 0.2876948349912709
1136, 0.28590547741623595
529, 0.27569930154277245
754, 0.27461410872638226
1542, 0.2735849700984545
338, 0.27080500044394284
637, 0.270532724855002
989, 0.26992756648905925
909, 0.26762442770268535
511, 0.2674664062942611
428, 0.25463698197563644
1594, 0.25116691342554986
656, 0.2431081646354869
991, 0.24200390017358586
984, 0.24141560055574018
822, 0.2406000257760752
1735, 0.23883734905393794
657, 0.23310043704987038
625, 0.23069790180306882
1625, 0.22793870375608094
437, 0.22716567871975712
268, 0.22476025161449797
1642, 0.2233230246201856
1148, 0.22185601021737966
1637, 0.22062488619121723
1580, 0.21865643653291045
265, 0.2170872002025135
534, 0.21603288350161165
635, 0.2150816860885243
1574, 0.20914812233968405
1168, 0.20854909135960042
905, 0.20656503975624219
341, 0.20563835615757853
766, 0.2046066237380728
1067, 0.20378065513068577
1149, 0.2034951118985191
1731, 0.203285907919053
11, 0.19875744864111766
767, 0.19822896689856861
579, 0.1950673765531974
387, 0.19457436559605412
1577, 0.1924573371070437
1247, 0.19214861851651222
1223, 0.19165669102221727
660, 0.19153378814371536
68, 0.19153378814371536
195, 0.1895933095656801
263, 0.18686712044291198
760, 0.18234034668421373
1623, 0.18147756333928555
1582, 0.1813015093212016
1151, 0.17610517279535998
118, 0.17192814688314684
1643, 0.17151298560202122
911, 0.17121032916475087
1570, 0.1690309730474837
964, 0.16876030952334986
763, 0.16189644044061424
1569, 0.16057019199070055
531, 0.16040468972641975
1641, 0.16029351385077462
20, 0.15961149128452234
899, 0.15772741954424419
759, 0.15764275458059274
1722, 0.15632611567343702
1579, 0.15617903453676263
1717, 0.1544374281565979
982, 0.1524839108606102
755, 0.15197390361572616
65, 0.1511129291029647
987, 0.15050907380646095
112, 0.1480327317258343
70, 0.14403529791161418
761, 0.1415337797079701
1568, 0.14018327422218135
1634, 0.1372306206758367
502, 0.13285357123822905
0, 0.13195666718820576
907, 0.1299529338721186
507, 0.12729196215514094
440, 0.12695695025104214
1644, 0.1256061661260901
438, 0.12544490571963252
179, 0.12432217447349103
3, 0.12427219492383301
900, 0.12273477899725549
1732, 0.1227111026091734
1220, 0.1227111026091734
1723, 0.12005909147410421
509, 0.11770883730787318
624, 0.11527098427177407
708, 0.11492027204985789
496, 0.1143889217346441
979, 0.11286401710822247
1721, 0.11220546133699827
1219, 0.11209917609812692
146, 0.10769181193609256
435, 0.10264478033580815
1215, 0.09954687289427966
113, 0.09892364521510899
764, 0.09723933078930713
1714, 0.09606143092969432
1680, 0.09579173725796863
1044, 0.09576689407185768
1576, 0.09528716234490275
378, 0.09436618192557944
976, 0.09040646796347573
1646, 0.08958664895908441
902, 0.08937616150069516
416, 0.08894842320296448
1724, 0.08792431947222212
13, 0.08737462948920438
1583, 0.08661761223629583
897, 0.08616211733897217
1571, 0.08456492648110725
580, 0.08440119465012685
343, 0.08210827464790782
1633, 0.0809769649640657
158, 0.08023788842547219
1645, 0.07970084259068244
257, 0.07814169030189078
758, 0.07757542812760221
497, 0.07644099168828689
1743, 0.07372746160399402
23, 0.07212425073521445
1575, 0.07155356970906723
152, 0.0715060209913645
422, 0.07147588765974433
1695, 0.07117639474199677
444, 0.06805499667825643
752, 0.06711260555312037
1216, 0.06618414340482559
753, 0.06571963770625189
276, 0.06384459526179853
155, 0.06348880178484251
1726, 0.06271065731561976
151, 0.06182068679481745
256, 0.061553333420306444
628, 0.061367389498627745
836, 0.061367389498627745
432, 0.058643842763558496
896, 0.05755091679748148
1713, 0.05668387046898715
376, 0.056431405668263324
1725, 0.055790590835385956
1, 0.05540614869460114
903, 0.054270581851596944
1631, 0.054167534501175396
1590, 0.05155870856833644
757, 0.05155293378629722
425, 0.05137915149680339
373, 0.050484815932577476
431, 0.05006306536233751
15, 0.047875405278318794
1728, 0.045174699975177646
6, 0.04426074318780593
1639, 0.04272412219870603
377, 0.042036146434838884
196, 0.03830675617018642
370, 0.03491787419261527
636, 0.034425938199433403
382, 0.03422639691416407
1537, 0.030783090010345404
150, 0.030421737319556996
379, 0.030181640289811185
1719, 0.029906885356467683
145, 0.025772406751002563
1139, 0.02276321347380872
1640, 0.022717687534168363
149, 0.02021683742350433
381, 0.019233893843193073
380, 0.01861909288345487
434, 0.018488238484678732
1720, 0.015902381725027226
375, 0.014689343435748015
630, 0.014522276379466348
627, 0.010748954307928216
369, 0.009340497490484267
1835, 0.0
1842, 0.0
420, 0.0
1845, 0.0
1844, 0.0
404, 0.0
419, 0.0
418, 0.0
1843, 0.0
1841, 0.0
1836, 0.0
417, 0.0
1840, 0.0
1839, 0.0
597, 0.0
596, 0.0
1838, 0.0
1837, 0.0
1833, 0.0
1834, 0.0
560, 0.0
421, 0.0
1829, 0.0
1821, 0.0
1822, 0.0
1823, 0.0
1824, 0.0
447, 0.0
1825, 0.0
1826, 0.0
1759, 0.0
1827, 0.0
1828, 0.0
441, 0.0
1758, 0.0
1757, 0.0
1756, 0.0
423, 0.0
1830, 0.0
436, 0.0
592, 0.0
433, 0.0
593, 0.0
1831, 0.0
429, 0.0
1832, 0.0
427, 0.0
426, 0.0
594, 0.0
424, 0.0
1846, 0.0
595, 0.0
1851, 0.0
1847, 0.0
353, 0.0
1865, 0.0
606, 0.0
1866, 0.0
607, 0.0
361, 0.0
360, 0.0
1867, 0.0
608, 0.0
358, 0.0
357, 0.0
356, 0.0
355, 0.0
354, 0.0
352, 0.0
605, 0.0
1868, 0.0
1869, 0.0
1870, 0.0
1871, 0.0
1872, 0.0
1873, 0.0
1874, 0.0
1875, 0.0
609, 0.0
1876, 0.0
1877, 0.0
340, 0.0
1878, 0.0
364, 0.0
604, 0.0
1848, 0.0
1860, 0.0
1849, 0.0
1850, 0.0
1819, 0.0
1852, 0.0
1853, 0.0
1854, 0.0
1855, 0.0
598, 0.0
1856, 0.0
1857, 0.0
1858, 0.0
388, 0.0
1859, 0.0
1861, 0.0
1864, 0.0
1862, 0.0
383, 0.0
599, 0.0
600, 0.0
601, 0.0
602, 0.0
374, 0.0
603, 0.0
372, 0.0
371, 0.0
368, 0.0
367, 0.0
1863, 0.0
1820, 0.0
1813, 0.0
1818, 0.0
500, 0.0
1785, 0.0
1786, 0.0
527, 0.0
526, 0.0
525, 0.0
524, 0.0
523, 0.0
564, 0.0
522, 0.0
521, 0.0
520, 0.0
519, 0.0
518, 0.0
517, 0.0
516, 0.0
515, 0.0
514, 0.0
513, 0.0
512, 0.0
1787, 0.0
1788, 0.0
565, 0.0
1789, 0.0
566, 0.0
1790, 0.0
1791, 0.0
1792, 0.0
503, 0.0
1793, 0.0
1784, 0.0
1783, 0.0
1782, 0.0
545, 0.0
558, 0.0
557, 0.0
556, 0.0
555, 0.0
554, 0.0
553, 0.0
552, 0.0
551, 0.0
550, 0.0
549, 0.0
548, 0.0
547, 0.0
546, 0.0
544, 0.0
563, 0.0
1771, 0.0
1772, 0.0
1773, 0.0
1774, 0.0
1775, 0.0
1776, 0.0
1777, 0.0
1778, 0.0
1779, 0.0
561, 0.0
562, 0.0
1780, 0.0
1781, 0.0
1794, 0.0
499, 0.0
1817, 0.0
1795, 0.0
1796, 0.0
477, 0.0
1797, 0.0
1798, 0.0
1799, 0.0
1800, 0.0
1801, 0.0
1802, 0.0
1803, 0.0
1765, 0.0
1804, 0.0
1764, 0.0
468, 0.0
1763, 0.0
1805, 0.0
1762, 0.0
1761, 0.0
1760, 0.0
1806, 0.0
1807, 0.0
1808, 0.0
1809, 0.0
1810, 0.0
1811, 0.0
1812, 0.0
559, 0.0
1814, 0.0
1815, 0.0
1816, 0.0
479, 0.0
1766, 0.0
1767, 0.0
574, 0.0
567, 0.0
568, 0.0
495, 0.0
494, 0.0
493, 0.0
492, 0.0
569, 0.0
491, 0.0
490, 0.0
570, 0.0
571, 0.0
572, 0.0
573, 0.0
489, 0.0
1768, 0.0
488, 0.0
575, 0.0
487, 0.0
1770, 0.0
1769, 0.0
486, 0.0
485, 0.0
484, 0.0
483, 0.0
482, 0.0
1880, 0.0
481, 0.0
480, 0.0
1879, 0.0
1894, 0.0
1881, 0.0
1987, 0.0
1994, 0.0
1993, 0.0
1992, 0.0
1991, 0.0
1990, 0.0
1989, 0.0
1988, 0.0
1986, 0.0
104, 0.0
116, 0.0
1985, 0.0
1984, 0.0
119, 0.0
1983, 0.0
1982, 0.0
1981, 0.0
1995, 0.0
103, 0.0
1979, 0.0
2001, 0.0
2006, 0.0
87, 0.0
2005, 0.0
2004, 0.0
2003, 0.0
2002, 0.0
92, 0.0
2000, 0.0
102, 0.0
1999, 0.0
1998, 0.0
97, 0.0
1997, 0.0
1996, 0.0
100, 0.0
101, 0.0
1980, 0.0
1978, 0.0
172, 0.0
162, 0.0
1966, 0.0
1965, 0.0
1964, 0.0
1963, 0.0
1962, 0.0
160, 0.0
161, 0.0
163, 0.0
1967, 0.0
164, 0.0
165, 0.0
166, 0.0
167, 0.0
168, 0.0
169, 0.0
170, 0.0
148, 0.0
1968, 0.0
1977, 0.0
134, 0.0
1976, 0.0
1975, 0.0
129, 0.0
130, 0.0
1974, 0.0
132, 0.0
133, 0.0
135, 0.0
1969, 0.0
136, 0.0
1973, 0.0
1972, 0.0
139, 0.0
1971, 0.0
1970, 0.0
142, 0.0
85, 0.0
84, 0.0
2007, 0.0
34, 0.0
2030, 0.0
2029, 0.0
2028, 0.0
2027, 0.0
2026, 0.0
32, 0.0
33, 0.0
35, 0.0
2032, 0.0
36, 0.0
37, 0.0
38, 0.0
39, 0.0
40, 0.0
41, 0.0
42, 0.0
2031, 0.0
2033, 0.0
82, 0.0
2042, 0.0
2, 0.0
4, 0.0
5, 0.0
7, 0.0
2045, 0.0
2044, 0.0
2043, 0.0
12, 0.0
2034, 0.0
2041, 0.0
2040, 0.0
2039, 0.0
2038, 0.0
2037, 0.0
2036, 0.0
2035, 0.0
43, 0.0
44, 0.0
45, 0.0
2016, 0.0
2023, 0.0
2022, 0.0
2021, 0.0
2020, 0.0
2019, 0.0
2018, 0.0
2017, 0.0
2015, 0.0
46, 0.0
2014, 0.0
2013, 0.0
2012, 0.0
2011, 0.0
2010, 0.0
2009, 0.0
2008, 0.0
2024, 0.0
2025, 0.0
63, 0.0
62, 0.0
47, 0.0
48, 0.0
49, 0.0
50, 0.0
51, 0.0
52, 0.0
53, 0.0
54, 0.0
55, 0.0
56, 0.0
57, 0.0
58, 0.0
59, 0.0
60, 0.0
61, 0.0
171, 0.0
173, 0.0
1882, 0.0
1917, 0.0
1924, 0.0
1923, 0.0
1922, 0.0
1921, 0.0
1920, 0.0
1919, 0.0
1918, 0.0
1916, 0.0
1926, 0.0
1915, 0.0
289, 0.0
290, 0.0
291, 0.0
292, 0.0
293, 0.0
1914, 0.0
1925, 0.0
1927, 0.0
296, 0.0
1934, 0.0
1940, 0.0
1939, 0.0
260, 0.0
1938, 0.0
1937, 0.0
1936, 0.0
1935, 0.0
266, 0.0
1928, 0.0
1933, 0.0
1932, 0.0
269, 0.0
1931, 0.0
271, 0.0
1930, 0.0
1929, 0.0
295, 0.0
1913, 0.0
174, 0.0
1891, 0.0
1898, 0.0
1897, 0.0
1896, 0.0
1895, 0.0
1755, 0.0
1893, 0.0
1892, 0.0
1890, 0.0
1900, 0.0
1889, 0.0
1888, 0.0
1887, 0.0
