Hessian ranking for layer encoded_vector (param idx, rank)
670, 0.8589019745122641
654, 0.7408674194011837
410, 0.5817894301726483
669, 0.5780119033297524
794, 0.5337880357401446
78, 0.5316693075583316
653, 0.5020610413630493
1048, 0.4519691823516041
796, 0.4331133624600625
665, 0.4044993101269938
1045, 0.390355663606897
1052, 0.3639200732577592
77, 0.3607093094033189
649, 0.35189995483960956
622, 0.3419388124602847
330, 0.33288454709690996
702, 0.3134438939159736
792, 0.30676037704688497
1049, 0.29805971845053136
1098, 0.2934290749108186
664, 0.2932572742574848
394, 0.293227068381384
1093, 0.26886283239582554
1047, 0.2667976098600775
73, 0.26678281696513295
648, 0.25489900953834876
790, 0.24637230089865625
858, 0.23780213775171433
798, 0.2355586369521916
1050, 0.23295174492523074
621, 0.23172046663239598
282, 0.23025437898468226
30, 0.22299628821201622
414, 0.21574306022375822
1690, 0.21549893170958967
26, 0.21337408135877922
701, 0.21241043583722785
797, 0.21144714643014595
1042, 0.20896099833771586
799, 0.20806911468389444
922, 0.206546147383051
1178, 0.2042853037128225
714, 0.1847737927273556
1032, 0.1838253022870049
1097, 0.17955651169177145
789, 0.1792433733062353
72, 0.17597382524400018
786, 0.17503505875356495
860, 0.17408232046000194
332, 0.1740504953195341
1562, 0.17034757089277264
856, 0.16696812996815424
413, 0.16598450660239905
1685, 0.16538875794503838
346, 0.16261040820972994
617, 0.16241536295274273
1561, 0.1619525640271604
328, 0.1593659970385488
1566, 0.15245314268395305
717, 0.15111786514898995
1674, 0.15085804111731704
407, 0.1505289584165439
408, 0.15051091625355184
663, 0.14992406839155592
697, 0.14888074944610707
1173, 0.14810548163950443
1096, 0.14806853234767914
286, 0.14160210522823036
281, 0.1400648708222434
1691, 0.1395202453713864
1033, 0.13893684063805267
1040, 0.13885326916351914
283, 0.13573559961514547
397, 0.13466347835492343
793, 0.13302695233142003
1090, 0.13257062688353471
280, 0.13193975877948105
647, 0.13017209075042047
785, 0.1289871641638456
1181, 0.1280135620618239
1669, 0.12796425662236288
795, 0.12778510487260064
1689, 0.1253162540961057
1565, 0.12476077981409617
1545, 0.12335920822806656
412, 0.1228105237823911
206, 0.12151688963058405
1029, 0.12020511034643278
391, 0.1200990592897142
1036, 0.11990548961330205
325, 0.11870491744048195
844, 0.11839868282550015
718, 0.1176639765908476
616, 0.1176456952089211
853, 0.11427296797774034
1242, 0.11397323556593619
1099, 0.11172595950847608
1675, 0.11144665133906528
278, 0.1103373525547795
153, 0.1097137764445506
1061, 0.10934834438376129
1031, 0.10859031550353393
696, 0.10784188227262348
126, 0.107806924614124
926, 0.10714772436767817
838, 0.10443762617069297
398, 0.10414316764217801
1550, 0.10219802521169186
350, 0.10173571974155493
362, 0.10036940396821592
1673, 0.09969534334959462
924, 0.09936782479053363
1066, 0.09801820191205479
392, 0.09714914864161983
846, 0.09700552234426141
347, 0.09636904241051525
442, 0.09533518040552735
411, 0.09528051522647729
1237, 0.09525608221883886
1089, 0.09508746169740334
590, 0.09499089224846102
1557, 0.09460025886073709
791, 0.09422138138324954
402, 0.09396591642871499
344, 0.09368954252568074
842, 0.09305103557562688
345, 0.09176556469060415
1169, 0.09095259493915364
198, 0.0900171315879561
71, 0.0897475427336758
154, 0.08926094345224556
890, 0.0889302747673355
474, 0.08707560479524545
925, 0.08706767510739155
333, 0.08663107805477921
1101, 0.08635086088906974
1245, 0.08632304769707844
774, 0.08608424148405902
329, 0.08575676697364543
920, 0.08558981257374398
787, 0.08476661407621577
458, 0.08319751126691699
1068, 0.08296201832126826
1026, 0.08261753024999052
1682, 0.08253972383681685
1555, 0.0818564771907404
705, 0.0815818771807244
405, 0.08104246348375455
857, 0.0805378905206453
918, 0.07999798568198457
1693, 0.07931945627206005
1100, 0.07903330330736935
784, 0.07826135593495565
834, 0.07678313898213673
894, 0.07638555412995629
1694, 0.07622354268096387
1554, 0.07613554829731584
137, 0.07593145017744973
409, 0.07586461381288245
970, 0.07401200874301139
396, 0.07394030306022614
1692, 0.07346889944165014
780, 0.07319422205910087
205, 0.07300414348719642
709, 0.07271590692107566
395, 0.07242411510378588
110, 0.07161770698803593
144, 0.07149519989616238
204, 0.07081134828695212
1102, 0.07022911777312402
400, 0.06983878425671719
861, 0.06810247235989664
342, 0.06736041227122769
1064, 0.0673414027551189
893, 0.06729852418357041
1681, 0.06698064139345661
914, 0.06623636031872593
1564, 0.06559907144401222
1666, 0.06512433249736205
284, 0.06449879938736558
843, 0.06372996559366584
1553, 0.06357311617466621
335, 0.0630838621800649
393, 0.06237271643476561
1233, 0.06228119537991006
847, 0.062136011372786015
1095, 0.06138961354736239
863, 0.0609770043847675
840, 0.060843508850666694
138, 0.06042563964729197
615, 0.06007942518044729
1559, 0.05946276674512774
1539, 0.05927259405143559
1210, 0.05904637979983818
1676, 0.05865740031003952
1182, 0.058311908185714856
19, 0.05827139725442976
1552, 0.05793923372402787
538, 0.057631067640613765
334, 0.05751813351525925
389, 0.05706871204893105
589, 0.05674997106689261
974, 0.05655366356950253
90, 0.05650077635073103
1226, 0.05625974971917458
1088, 0.056252973969094455
156, 0.055297335027717054
27, 0.05525159026728943
1677, 0.05518613973981701
1610, 0.05513617326164422
695, 0.05507280477468157
1678, 0.055008881841786206
1051, 0.05491716227697907
28, 0.054632498606224544
157, 0.05408987344708294
927, 0.05399354387191124
203, 0.053476773769943975
24, 0.053188797348411754
921, 0.053018566279206425
1041, 0.05188113445183262
207, 0.051866082911146805
201, 0.05156070279190317
74, 0.05123794210157939
1563, 0.05042491515632719
1177, 0.04998809579956287
314, 0.04998145505669527
406, 0.049836641279398464
159, 0.0497591861494584
826, 0.04968886429560371
779, 0.049672640598146245
938, 0.049417091366194654
1205, 0.04934953770134598
128, 0.049315630734781735
1665, 0.04900067765265703
365, 0.04829279088880867
302, 0.047692168212961406
783, 0.047130901701166295
1560, 0.04681302607059479
194, 0.04678938211600325
1543, 0.046340629749465734
923, 0.046248590893810615
707, 0.045830075767298695
824, 0.04538701872661477
315, 0.04501844308106229
29, 0.044981979415751994
770, 0.0449322521162685
1213, 0.0447215793246869
883, 0.04467280945391394
942, 0.044657620062935166
1538, 0.044572329439688474
445, 0.04403166282281745
403, 0.04377868389201467
285, 0.043756296567153186
832, 0.043736363062635064
828, 0.04365739737113472
1063, 0.043436123844003305
125, 0.042984203129890375
712, 0.04290795231645461
1544, 0.04289596504531801
839, 0.04282927157328231
1024, 0.04278462872025557
310, 0.04238417174201459
1065, 0.042377117060823366
833, 0.041823439780273475
109, 0.04146958612182061
272, 0.04111160738102626
1025, 0.04093866588664241
469, 0.040670853180927224
1536, 0.04050265028490685
1057, 0.04048022368806414
1246, 0.04042630018375348
716, 0.04024753203702858
1558, 0.04023647683789022
366, 0.04014927099342458
912, 0.039925104822032154
25, 0.03982727770926431
1629, 0.03956194011334446
386, 0.03937466774368659
401, 0.039371396822389215
1548, 0.03884277062024921
585, 0.03864703838371497
1176, 0.03851616779138567
973, 0.03827345596073428
94, 0.03796064700873103
140, 0.0379192583495751
1541, 0.03777405981963966
300, 0.03770115747465752
141, 0.037430190976010635
446, 0.037026077989139594
913, 0.03702162480840343
336, 0.036532942976919
349, 0.03642208033124916
1549, 0.03632450947770849
810, 0.03617476298313704
18, 0.036172021144011524
845, 0.03590129406074993
326, 0.03569640696605347
915, 0.035596804940723814
1567, 0.03540131007321179
1221, 0.0352741436654469
881, 0.03519767140096519
892, 0.03511971820262261
