Hessian ranking (sum eigenvector components) for model (bit idx, rank)
636, 11.842781379818916
1275, 11.824148640036583
641, 11.822410449385643
1280, 11.822077635675669
1285, 11.762457072734833
282, 11.731861300766468
646, 11.727542968466878
1290, 11.669399295002222
1295, 11.628938402980566
651, 11.62057912349701
118, 11.556882701814175
656, 11.511597126722336
661, 11.494165757670999
287, 11.45721386373043
666, 11.456187099218369
671, 11.443973682820797
123, 11.440130591392517
1300, 11.428436391055584
676, 11.387380689382553
128, 11.363773487508297
681, 11.354974001646042
686, 11.35270419716835
1305, 11.29828753694892
292, 11.290743879973888
1310, 11.265518605709076
691, 11.264074116945267
696, 11.203786127269268
1315, 11.196368237957358
701, 11.194638468325138
297, 11.173827812075615
1320, 11.118163004517555
706, 11.105176493525505
1325, 11.083397917449474
133, 11.064031329005957
1330, 11.061044320464134
711, 11.05143204331398
34, 10.94694635272026
1335, 10.938207346946001
716, 10.88979609683156
1340, 10.88070960342884
1345, 10.854392976034433
1350, 10.823555178940296
138, 10.81939758732915
143, 10.80873143300414
302, 10.807044281624258
307, 10.802722442895174
721, 10.775399059057236
1355, 10.765726312994957
1360, 10.762068435549736
726, 10.746129684150219
731, 10.734827309846878
1365, 10.713843699544668
1370, 10.708210598677397
736, 10.64110136590898
312, 10.601985346525908
741, 10.577542647719383
317, 10.569707550108433
1375, 10.569409880787134
746, 10.569005459547043
1380, 10.545988142490387
1385, 10.53841707110405
148, 10.519924107939005
751, 10.502817943692207
756, 10.489878706634045
761, 10.485557984560728
766, 10.481651395559311
1390, 10.477219194173813
322, 10.431450799107552
771, 10.406919717788696
776, 10.397327221930027
1395, 10.391308575868607
1400, 10.368775926530361
781, 10.36595615837723
153, 10.364843413233757
158, 10.364736963063478
1405, 10.359414353966713
786, 10.311954975128174
1410, 10.292439982295036
791, 10.279895663261414
1415, 10.233836195897311
796, 10.188706830143929
163, 10.14756435342133
1420, 10.129384805448353
801, 10.0962929520756
806, 10.078955501317978
1425, 10.066130697727203
811, 10.042348265647888
327, 10.03536506742239
168, 10.016492575407028
1430, 10.010113894939423
1435, 10.009783372282982
1440, 10.003152519464493
1445, 10.000185370445251
39, 9.99729249626398
332, 9.899300072342157
816, 9.890396555885673
821, 9.860124537721276
826, 9.822712436318398
831, 9.804549984633923
836, 9.773752542212605
337, 9.75727634690702
1450, 9.749725490808487
841, 9.735285609960556
342, 9.732599675655365
846, 9.716949969530106
851, 9.71085124090314
856, 9.690267533063889
347, 9.684411935508251
1455, 9.682237942237407
1460, 9.674308378715068
861, 9.652580112218857
1465, 9.591581225395203
1470, 9.578239149414003
1475, 9.523218780755997
352, 9.519597105681896
866, 9.516860634088516
1480, 9.497895829379559
44, 9.49622256308794
1485, 9.48763781785965
1490, 9.462670577690005
871, 9.440128803253174
876, 9.432298569008708
1495, 9.419604239985347
357, 9.402215410023928
173, 9.381846092641354
1500, 9.37970981001854
362, 9.36641876399517
178, 9.356639690697193
367, 9.311360348016024
183, 9.310106107965112
881, 9.30009201169014
886, 9.295751415193081
372, 9.292712934315205
891, 9.251715912483633
896, 9.21146029420197
377, 9.202933102846146
901, 9.202144414186478
906, 9.167667359113693
382, 9.152919664978981
387, 9.148873470723629
1505, 9.139679476618767
1510, 9.12225390970707
392, 9.113775119185448
911, 9.064378945156932
916, 9.057657167315483
921, 9.023185413330793
397, 9.006145544350147
1515, 8.991432145237923
1520, 8.968066483736038
402, 8.95308662392199
926, 8.944860085844994
931, 8.933734975755215
1525, 8.919661834836006
1530, 8.90702481358312
1535, 8.882970601320267
188, 8.867564395070076
49, 8.832267368212342
407, 8.825174057856202
1540, 8.794626459479332
54, 8.751768555492163
936, 8.74600050225854
193, 8.70132296718657
59, 8.698672326281667
198, 8.660873666405678
412, 8.649198405444622
941, 8.626046764664352
417, 8.607156783342361
64, 8.560429006814957
946, 8.53984473226592
1545, 8.499971549026668
951, 8.491820946335793
422, 8.46990916877985
1550, 8.469279631972313
427, 8.46304339170456
1555, 8.460705753415823
432, 8.43920873105526
1560, 8.419348889961839
956, 8.383795902132988
961, 8.383558556437492
966, 8.382531946524978
971, 8.374284476041794
203, 8.354257233440876
976, 8.341117007657886
981, 8.331057712435722
986, 8.321605026721954
1565, 8.319834738969803
991, 8.311222895979881
1570, 8.281603559851646
996, 8.254141747951508
437, 8.251488238573074
1001, 8.227313552051783
442, 8.224562652409077
1575, 8.194437593221664
1580, 8.160661846399307
447, 8.131386671215296
452, 8.126315213739872
1585, 8.119457602500916
1590, 8.111436326056719
1595, 8.09624668955803
457, 8.057472005486488
208, 8.046063553541899
1600, 8.044536478817463
462, 8.0136722875759
1006, 7.99230420589447
69, 7.986371132079512
1011, 7.981038434430957
1016, 7.97898468375206
1605, 7.957907885313034
1610, 7.946406796574593
467, 7.9397327192127705
1615, 7.90284626185894
1620, 7.879966825246811
1625, 7.836679443717003
472, 7.778432339429855
213, 7.7369209080934525
1630, 7.735855966806412
477, 7.734368022531271
482, 7.7236922308802605
487, 7.716673707589507
74, 7.713927932083607
1635, 7.706257730722427
492, 7.666531760245562
1640, 7.666492715477943
218, 7.6589605854824185
1021, 7.651270501315594
497, 7.638189651072025
1645, 7.623480748385191
502, 7.60954849794507
223, 7.605092290788889
1650, 7.602894697338343
507, 7.5925457794219255
1026, 7.538121394813061
1031, 7.527767591178417
1036, 7.52765981387347
512, 7.520171478390694
1655, 7.514485269784927
79, 7.473772333934903
1660, 7.4706142246723175
1041, 7.462042992468923
228, 7.458193756639957
1665, 7.416836202144623
1046, 7.410114295780659
1051, 7.409022588282824
517, 7.405757524073124
1056, 7.389828026294708
522, 7.3779617846012115
527, 7.375487186014652
1670, 7.370349750854075
1061, 7.3252948969602585
1066, 7.3203867636621
1675, 7.300027668476105
84, 7.2978133000433445
1071, 7.2814198434352875
89, 7.279327988624573
1076, 7.276472605764866
1081, 7.26014469191432
1680, 7.243483603000641
1086, 7.242066909559071
1091, 7.236474931240082
1685, 7.2221784722059965
1690, 7.193025778979063
1695, 7.169363051652908
233, 7.158330747159198
1096, 7.155794523656368
1101, 7.114358551800251
1700, 7.103569805622101
1106, 7.0863698441535234
1111, 7.083448573946953
1116, 7.054044723510742
532, 7.044215319678187
1121, 7.032206878066063
1126, 7.007404498755932
1705, 6.97809829749167
1710, 6.961538942530751
1131, 6.958555392920971
537, 6.949993032962084
1136, 6.929453305900097
238, 6.926019409671426
542, 6.916161445900798
94, 6.884666763246059
1715, 6.87960409373045
547, 6.8669454753398895
1141, 6.8607781529426575
552, 6.8490694761276245
1720, 6.8358802534639835
1725, 6.835328109562397
1146, 6.830402344465256
1730, 6.81766851991415
1735, 6.814151055179536
1151, 6.810798620805144
1156, 6.80002635717392
1161, 6.7822002321481705
1740, 6.77684360742569
557, 6.769300663843751
562, 6.758921034634113
1745, 6.743070125579834
1166, 6.736176740378141
1750, 6.729870304465294
1171, 6.7110026478767395
1176, 6.707705840468407
567, 6.705935342237353
572, 6.6927735935896635
1755, 6.690413594245911
577, 6.673197090625763
99, 6.672818983905017
1181, 6.658572260290384
1760, 6.658440265804529
1765, 6.604538716375828
582, 6.589683890342712
1770, 6.586199169978499
1186, 6.580509155988693
1191, 6.56574047729373
1196, 6.554577961564064
1775, 6.550947040319443
1780, 6.5459592044353485
104, 6.538436584174633
1785, 6.537162557244301
587, 6.524955255910754
592, 6.523441553115845
597, 6.521210305392742
1201, 6.493659915402532
602, 6.486366119235754
1790, 6.48249351978302
1795, 6.4658795446157455
607, 6.4618164878338575
243, 6.443304054439068
1206, 6.419250722974539
1800, 6.407670978456736
248, 6.3540490958839655
1805, 6.346138969063759
253, 6.335819862055359
1810, 6.304825976490974
1211, 6.296236157417297
1815, 6.291995145380497
612, 6.287302952259779
1820, 6.284986309707165
1825, 6.267707446590066
1216, 6.265986101701856
617, 6.265678018331528
1221, 6.264354292303324
258, 6.26122460141778
1830, 6.241966053843498
1835, 6.2401392217725515
1226, 6.220222245901823
1840, 6.213292717933655
1231, 6.212401933968067
1845, 6.20284129679203
263, 6.174042738974094
1236, 6.173786044120789
1241, 6.168687901459634
1850, 6.13223048299551
622, 6.115042420104146
268, 6.108082192949951
273, 6.080964479595423
1246, 6.08085834980011
109, 6.0504819275811315
1251, 6.046998739242554
114, 6.044873701408505
1256, 6.036196433007717
627, 6.013446896336973
632, 5.992297701537609
1261, 5.991833761334419
278, 5.988143665716052
1266, 5.978724577929825
1271, 5.974952265620232
1855, 5.925583757460117
637, 5.921390689909458
1276, 5.9120743200182915
642, 5.9112052246928215
1281, 5.911038817837834
1860, 5.882846154272556
1865, 5.881858102977276
1286, 5.881228536367416
283, 5.865930650383234
647, 5.863771484233439
1870, 5.8586708679795265
1875, 5.858382845297456
1880, 5.85035099927336
1291, 5.834699647501111
1296, 5.814469201490283
652, 5.810289561748505
119, 5.778441350907087
1885, 5.777320474386215
1890, 5.760975608602166
657, 5.755798563361168
662, 5.747082878835499
1895, 5.745747589040548
288, 5.728606931865215
667, 5.728093549609184
672, 5.7219868414103985
124, 5.7200652956962585
1301, 5.714218195527792
1900, 5.71147220954299
677, 5.6936903446912766
1905, 5.6855966448783875
129, 5.6818867437541485
682, 5.677487000823021
687, 5.676352098584175
1910, 5.666234642267227
1306, 5.64914376847446
293, 5.645371939986944
1915, 5.638924308121204
1311, 5.632759302854538
692, 5.632037058472633
697, 5.601893063634634
1316, 5.598184118978679
702, 5.597319234162569
298, 5.5869139060378075
1920, 5.585451133549213
1925, 5.581982154399157
1930, 5.580508880317211
1321, 5.559081502258778
707, 5.5525882467627525
1935, 5.550456661731005
1940, 5.548104394227266
1326, 5.541698958724737
134, 5.532015664502978
1945, 5.531706914305687
1331, 5.530522160232067
712, 5.52571602165699
1950, 5.494498644024134
1336, 5.4691036734730005
1955, 5.452052175067365
717, 5.44489804841578
1341, 5.44035480171442
1960, 5.4351067543029785
1346, 5.427196488017216
1351, 5.411777589470148
139, 5.409698793664575
144, 5.40436571650207
303, 5.403522140812129
308, 5.401361221447587
722, 5.387699529528618
1356, 5.3828631564974785
1965, 5.382444282993674
1361, 5.381034217774868
1970, 5.3764049634337425
727, 5.3730648420751095
732, 5.367413654923439
1366, 5.356921849772334
1371, 5.354105299338698
1975, 5.347121354192495
737, 5.32055068295449
313, 5.300992673262954
742, 5.288771323859692
318, 5.284853775054216
1376, 5.284704940393567
1980, 5.284638617187738
747, 5.284502729773521
1381, 5.2729940712451935
1386, 5.269208535552025
149, 5.2599620539695024
1985, 5.256169721484184
1990, 5.25433786213398
752, 5.251408971846104
757, 5.244939353317022
762, 5.242778992280364
767, 5.2408256977796555
1391, 5.238609597086906
1995, 5.232720367610455
323, 5.215725399553776
2000, 5.213770441710949
772, 5.203459858894348
777, 5.1986636109650135
1396, 5.195654287934303
1401, 5.184387963265181
782, 5.182978079188615
154, 5.1824217066168785
159, 5.182368481531739
2005, 5.181558236479759
1406, 5.1797071769833565
787, 5.155977487564087
2010, 5.1492685079574585
1411, 5.146219991147518
2015, 5.145610004663467
2020, 5.145484767854214
792, 5.139947831630707
1416, 5.1169180979486555
2025, 5.102461975067854
797, 5.094353415071964
2030, 5.0861815311945975
2035, 5.082895506173372
164, 5.073782176710665
1421, 5.064692402724177
802, 5.0481464760378
807, 5.039477750658989
1426, 5.033065348863602
812, 5.021174132823944
328, 5.017682533711195
2040, 5.012089014053345
169, 5.008246287703514
1431, 5.005056947469711
1436, 5.004891686141491
2045, 5.0031027272343636
1441, 5.001576259732246
1446, 5.000092685222626
333, 4.949650036171079
817, 4.945198277942836
2050, 4.934113770723343
822, 4.930062268860638
2055, 4.920040229335427
827, 4.911356218159199
832, 4.902274992316961
2060, 4.895834356546402
2065, 4.891350083053112
837, 4.886876271106303
2070, 4.879620738327503
338, 4.87863817345351
1451, 4.8748627454042435
842, 4.867642804980278
343, 4.8662998378276825
2075, 4.865304313600063
847, 4.858474984765053
2080, 4.858017548918724
2085, 4.857626214623451
852, 4.85542562045157
2090, 4.852454234845936
2095, 4.8481204563286155
857, 4.845133766531944
348, 4.842205967754126
1456, 4.8411189711187035
1461, 4.837154189357534
862, 4.826290056109428
2100, 4.80082780122757
1466, 4.795790612697601
2105, 4.794521551579237
1471, 4.7891195747070014
2110, 4.782154342159629
1476, 4.761609390377998
353, 4.759798552840948
867, 4.758430317044258
1481, 4.748947914689779
1486, 4.743818908929825
1491, 4.731335288845003
872, 4.720064401626587
877, 4.716149284504354
1496, 4.709802119992673
2115, 4.708532385062426
358, 4.701107705011964
2120, 4.697899566497654
174, 4.690923046320677
1501, 4.68985490500927
363, 4.683209381997585
179, 4.678319845348597
2125, 4.678117126226425
2130, 4.666241295868531
368, 4.655680174008012
184, 4.655053053982556
882, 4.65004600584507
887, 4.6478757075965405
373, 4.646356467157602
2135, 4.63968875608407
892, 4.625857956241816
2140, 4.614177625626326
897, 4.605730147100985
378, 4.601466551423073
902, 4.601072207093239
907, 4.583833679556847
383, 4.5764598324894905
388, 4.5744367353618145
1506, 4.569839738309383
1511, 4.561126954853535
2145, 4.559535698965192
393, 4.556887559592724
2150, 4.535920090973377
912, 4.532189472578466
917, 4.5288285836577415
2155, 4.514861881732941
922, 4.511592706665397
2160, 4.509736877866089
398, 4.503072772175074
2165, 4.498636364936829
1516, 4.495716072618961
1521, 4.484033241868019
403, 4.476543311960995
927, 4.472430042922497
932, 4.466867487877607
1526, 4.459830917418003
1531, 4.45351240679156
1536, 4.441485300660133
189, 4.433782197535038
2170, 4.417745042592287
408, 4.412587028928101
2175, 4.411061464808881
1541, 4.397313229739666
2180, 4.397253622766584
2185, 4.378331691026688
937, 4.37300025112927
194, 4.350661483593285
2190, 4.345000341534615
2195, 4.343986458145082
199, 4.330436833202839
2200, 4.3302703239023685
413, 4.324599202722311
942, 4.313023382332176
418, 4.303578391671181
2205, 4.296448598615825
2210, 4.294387482106686
2215, 4.271939232945442
947, 4.26992236613296
2220, 4.260928176343441
1546, 4.249985774513334
952, 4.245910473167896
2225, 4.237747409380972
423, 4.234954584389925
1551, 4.2346398159861565
428, 4.23152169585228
1556, 4.2303528767079115
433, 4.21960436552763
2230, 4.213310744613409
1561, 4.209674444980919
2235, 4.205801730742678
2240, 4.202260985970497
2245, 4.201858926564455
957, 4.191897951066494
962, 4.191779278218746
967, 4.191265973262489
972, 4.187142238020897
2250, 4.182528771460056
204, 4.177128616720438
977, 4.170558503828943
2255, 4.1686566434800625
982, 4.165528856217861
2260, 4.163658782839775
987, 4.160802513360977
1566, 4.159917369484901
992, 4.155611447989941
2265, 4.153646245598793
1571, 4.140801779925823
2270, 4.1385370790958405
997, 4.127070873975754
438, 4.125744119286537
1002, 4.113656776025891
443, 4.112281326204538
1576, 4.097218796610832
2275, 4.093599446117878
1581, 4.080330923199654
2280, 4.069402411580086
448, 4.065693335607648
453, 4.063157606869936
1586, 4.059728801250458
1591, 4.055718163028359
1596, 4.048123344779015
2285, 4.043702328577638
458, 4.028736002743244
2290, 4.02306789951399
209, 4.023031776770949
1601, 4.0222682394087315
2295, 4.01869085803628
463, 4.00683614378795
1007, 3.996152102947235
2300, 3.99605330824852
1012, 3.9905192172154784
1017, 3.98949234187603
1606, 3.978953942656517
2305, 3.9769758693873882
2310, 3.9743939987383783
1611, 3.9732033982872963
468, 3.9698663596063852
1616, 3.95142313092947
1621, 3.9399834126234055
2315, 3.938054732978344
1626, 3.9183397218585014
2320, 3.913741335272789
2325, 3.893377225846052
473, 3.8892161697149277
214, 3.8684604540467262
1631, 3.867927983403206
478, 3.8671840112656355
483, 3.8618461154401302
2330, 3.860419997945428
488, 3.8583368537947536
1636, 3.8531288653612137
493, 3.833265880122781
1641, 3.8332463577389717
219, 3.8294802927412093
1022, 3.825635250657797
498, 3.8190948255360126
1646, 3.8117403741925955
503, 3.804774248972535
224, 3.8025461453944445
1651, 3.8014473486691713
2335, 3.797755066305399
508, 3.7962728897109628
2340, 3.795516215264797
2345, 3.788334470242262
1027, 3.7690606974065304
1032, 3.7638837955892086
1037, 3.763829906936735
513, 3.760085739195347
2350, 3.758051486685872
1656, 3.7572426348924637
2355, 3.7434482388198376
1661, 3.7353071123361588
1042, 3.7310214962344617
229, 3.7290968783199787
2360, 3.7238363325595856
2365, 3.72045087069273
1666, 3.7084181010723114
1047, 3.7050571478903294
1052, 3.704511294141412
518, 3.702878762036562
1057, 3.694914013147354
523, 3.6889808923006058
528, 3.687743593007326
1671, 3.6851748754270375
2370, 3.6718083918094635
2375, 3.6696552485227585
1062, 3.6626474484801292
2380, 3.660723751410842
1067, 3.66019338183105
1676, 3.6500138342380524
1072, 3.6407099217176437
1077, 3.638236302882433
1082, 3.63007234595716
1681, 3.6217418015003204
1087, 3.6210334547795355
1092, 3.618237465620041
1686, 3.6110892361029983
2385, 3.599072005599737
1691, 3.5965128894895315
1696, 3.584681525826454
234, 3.579165373579599
1097, 3.577897261828184
2390, 3.573399903252721
2395, 3.5683396235108376
1102, 3.5571792759001255
1701, 3.5517849028110504
1107, 3.5431849220767617
1112, 3.5417242869734764
2400, 3.5315690748393536
1117, 3.527022361755371
533, 3.5221076598390937
2405, 3.5209295712411404
1122, 3.5161034390330315
1127, 3.503702249377966
2410, 3.4934445954859257
1706, 3.489049148745835
1711, 3.4807694712653756
1132, 3.4792776964604855
2415, 3.4763858020305634
538, 3.474996516481042
1137, 3.4647266529500484
2420, 3.4642051681876183
239, 3.463009704835713
