Hessian ranking (sum eigenvector components) for model (bit idx, rank)
543, 3.458080722950399
1716, 3.439802046865225
548, 3.4334727376699448
1142, 3.4303890764713287
553, 3.4245347380638123
1721, 3.4179401267319918
1726, 3.4176640547811985
1147, 3.415201172232628
2425, 3.4105148501694202
1731, 3.408834259957075
1736, 3.407075527589768
1152, 3.405399310402572
1157, 3.40001317858696
2430, 3.400010257959366
1162, 3.3911001160740852
1741, 3.388421803712845
2435, 3.386424162890762
558, 3.3846503319218755
563, 3.3794605173170567
2440, 3.373144820332527
1746, 3.371535062789917
2445, 3.370416786521673
1167, 3.3680883701890707
2450, 3.367509111762047
2455, 3.3662163130939007
1751, 3.364935152232647
2460, 3.3572513069957495
1172, 3.3555013239383698
1177, 3.3538529202342033
568, 3.3529676711186767
573, 3.3463867967948318
1756, 3.3452067971229553
578, 3.3365985453128815
2465, 3.3340009972453117
1182, 3.329286130145192
1761, 3.3292201329022646
2470, 3.3276336826384068
2475, 3.3247304828837514
1766, 3.302269358187914
583, 3.294841945171356
1771, 3.2930995849892497
1187, 3.2902545779943466
2480, 3.2866640016436577
1192, 3.282870238646865
1197, 3.277288980782032
1776, 3.2754735201597214
1781, 3.2729796022176743
1786, 3.2685812786221504
588, 3.262477627955377
593, 3.2617207765579224
598, 3.260605152696371
2485, 3.2469196766614914
1202, 3.246829957701266
603, 3.243183059617877
1791, 3.24124675989151
1796, 3.2329397723078728
608, 3.2309082439169288
244, 3.221652027219534
2490, 3.210985116660595
1207, 3.2096253614872694
1801, 3.203835489228368
2495, 3.192412093281746
2500, 3.1853770688176155
249, 3.1770245479419827
1806, 3.1730694845318794
254, 3.1679099310276797
2505, 3.157137457281351
1811, 3.152412988245487
2510, 3.1515537723898888
2515, 3.1497110798954964
2520, 3.1490187160670757
1212, 3.1481180787086487
1816, 3.1459975726902485
613, 3.1436514761298895
1821, 3.1424931548535824
1826, 3.133853723295033
1217, 3.132993050850928
618, 3.132839009165764
1222, 3.132177146151662
2525, 3.1313115917146206
259, 3.13061230070889
2530, 3.1255100034177303
1831, 3.120983026921749
1836, 3.1200696108862758
1227, 3.1101111229509115
2535, 3.1098420787602663
1841, 3.1066463589668274
1232, 3.1062009669840336
1846, 3.101420648396015
2540, 3.097469901666045
264, 3.087021369487047
1237, 3.0868930220603943
1242, 3.084343950729817
2545, 3.0752465575933456
2550, 3.073686096817255
2555, 3.0720772445201874
1851, 3.066115241497755
623, 3.057521210052073
2560, 3.055439105955884
269, 3.0540410964749753
274, 3.0404822397977114
1247, 3.040429174900055
2565, 3.036430334672332
2570, 3.0301804029149935
2575, 3.026463022455573
1252, 3.023499369621277
1257, 3.0180982165038586
2580, 3.011585013475269
628, 3.0067234481684864
633, 2.9961488507688046
1262, 2.9959168806672096
279, 2.994071832858026
1267, 2.9893622889649123
1272, 2.987476132810116
2585, 2.970469995882013
1856, 2.9627918787300587
2590, 2.961070781573653
638, 2.960695344954729
1277, 2.9560371600091457
643, 2.9556026123464108
1282, 2.955519408918917
2595, 2.9540651459246874
2600, 2.948330618441105
1861, 2.941423077136278
1866, 2.940929051488638
1287, 2.940614268183708
2605, 2.9335225466638803
284, 2.932965325191617
648, 2.9318857421167195
1871, 2.9293354339897633
1876, 2.929191422648728
2610, 2.9276693388819695
1881, 2.92517549963668
1292, 2.9173498237505555
1297, 2.9072346007451415
653, 2.9051447808742523
2615, 2.895307781174779
2620, 2.8932460136711597
1886, 2.8886602371931076
2625, 2.8835378009825945
1891, 2.880487804301083
658, 2.877899281680584
663, 2.8735414394177496
1896, 2.872873794520274
289, 2.8643034659326077
668, 2.864046774804592
2630, 2.8621591106057167
673, 2.8609934207051992
1302, 2.857109097763896
1901, 2.855736104771495
678, 2.8468451723456383
1906, 2.8427983224391937
683, 2.8387435004115105
688, 2.8381760492920876
1911, 2.8331173211336136
1307, 2.82457188423723
294, 2.822685969993472
1916, 2.819462154060602
2635, 2.8170566419139504
1312, 2.816379651427269
693, 2.8160185292363167
698, 2.800946531817317
1317, 2.7990920594893396
703, 2.7986596170812845
2640, 2.797635853290558
2645, 2.7945138663053513
2650, 2.7941428646445274
299, 2.7934569530189037
2655, 2.79282296448946
1921, 2.7927255667746067
1926, 2.7909910771995783
2660, 2.7905144952237606
1931, 2.7902544401586056
1322, 2.779540751129389
2665, 2.7770514395087957
708, 2.7762941233813763
1936, 2.7752283308655024
1941, 2.774052197113633
1327, 2.7708494793623686
1946, 2.7658534571528435
1332, 2.7652610801160336
713, 2.762858010828495
2670, 2.7494630850851536
1951, 2.747249322012067
2675, 2.7348876893520355
1337, 2.7345518367365003
1956, 2.7260260875336826
718, 2.72244902420789
1342, 2.72017740085721
1961, 2.7175533771514893
2680, 2.717480957508087
1347, 2.713598244008608
2685, 2.7113555110991
1352, 2.705888794735074
304, 2.7017610704060644
309, 2.7006806107237935
723, 2.693849764764309
1357, 2.6914315782487392
1966, 2.691222141496837
1362, 2.690517108887434
1971, 2.6882024817168713
728, 2.6865324210375547
2690, 2.686356720747426
733, 2.6837068274617195
1367, 2.678460924886167
1372, 2.677052649669349
1976, 2.6735606770962477
2695, 2.667958579957485
2700, 2.6679301038384438
738, 2.660275341477245
314, 2.650496336631477
743, 2.644385661929846
319, 2.642426887527108
1377, 2.6423524701967835
1981, 2.642319308593869
748, 2.6422513648867607
2705, 2.6400492638349533
2710, 2.637273097410798
1382, 2.6364970356225967
1387, 2.6346042677760124
2715, 2.6304134968668222
1986, 2.628084860742092
1991, 2.62716893106699
753, 2.625704485923052
758, 2.622469676658511
763, 2.621389496140182
768, 2.6204128488898277
1392, 2.619304798543453
1996, 2.6163601838052273
324, 2.607862699776888
2001, 2.6068852208554745
773, 2.601729929447174
778, 2.5993318054825068
1397, 2.5978271439671516
2720, 2.5976333022117615
1402, 2.5921939816325903
783, 2.5914890395943075
2006, 2.5907791182398796
1407, 2.5898535884916782
2725, 2.5808090828359127
788, 2.5779887437820435
2011, 2.5746342539787292
2730, 2.5746101957120118
1412, 2.573109995573759
2016, 2.5728050023317337
2021, 2.572742383927107
793, 2.5699739158153534
2735, 2.566701142117381
1417, 2.5584590489743277
2026, 2.551230987533927
798, 2.547176707535982
2031, 2.5430907655972987
2740, 2.542401172220707
2036, 2.541447753086686
1422, 2.5323462013620883
2745, 2.5280448137818894
803, 2.5240732380189
2750, 2.521754626184702
808, 2.5197388753294945
1427, 2.516532674431801
813, 2.510587066411972
2755, 2.5104577085003257
329, 2.5088412668555975
2041, 2.5060445070266724
1432, 2.5025284737348557
1437, 2.5024458430707455
2046, 2.5015513636171818
1442, 2.500788129866123
1447, 2.500046342611313
2760, 2.497326954267919
334, 2.4748250180855393
818, 2.472599138971418
2765, 2.471417784690857
2051, 2.4670568853616714
823, 2.465031134430319
2056, 2.4600201146677136
828, 2.4556781090795994
833, 2.4511374961584806
2061, 2.447917178273201
2066, 2.445675041526556
838, 2.4434381355531514
2770, 2.4424163103103638
2071, 2.4398103691637516
339, 2.439319086726755
1452, 2.4374313727021217
2775, 2.437134016305208
843, 2.433821402490139
2780, 2.4335047230124474
344, 2.4331499189138412
2076, 2.4326521568000317
848, 2.4292374923825264
2081, 2.429008774459362
2086, 2.4288131073117256
2785, 2.4286582320928574
853, 2.427712810225785
2091, 2.426227117422968
2096, 2.4240602281643078
858, 2.422566883265972
349, 2.421102983877063
2790, 2.420878801494837
1457, 2.4205594855593517
1462, 2.418577094678767
863, 2.413145028054714
2795, 2.4106119179632515
2800, 2.407969631254673
2805, 2.401083815842867
2101, 2.400413900613785
1467, 2.3978953063488007
2106, 2.3972607757896185
1472, 2.3945597873535007
2111, 2.3910771710798144
2810, 2.3868348225951195
1477, 2.380804695188999
354, 2.379899276420474
868, 2.379215158522129
1482, 2.3744739573448896
1487, 2.3719094544649124
2815, 2.368311069905758
1492, 2.3656676444225013
2820, 2.3620768575929105
873, 2.3600322008132935
878, 2.358074642252177
2825, 2.3557550837285817
1497, 2.3549010599963367
2116, 2.354266192531213
359, 2.350553852505982
2121, 2.348949783248827
1502, 2.344927452504635
364, 2.3416046909987926
2126, 2.3390585631132126
2131, 2.3331206479342654
369, 2.327840087004006
2830, 2.325831778347492
883, 2.325023002922535
888, 2.3239378537982702
374, 2.323178233578801
2136, 2.319844378042035
2835, 2.3149581560865045
893, 2.312928978120908
2840, 2.3072443827986717
2141, 2.307088812813163
898, 2.3028650735504925
379, 2.3007332757115364
903, 2.3005361035466194
908, 2.2919168397784233
384, 2.2882299162447453
389, 2.2872183676809072
1507, 2.2849198691546917
1512, 2.2805634774267673
2146, 2.279767849482596
394, 2.278443779796362
2845, 2.277810564264655
2151, 2.2679600454866886
2850, 2.266920341644436
913, 2.266094736289233
918, 2.2644142918288708
2156, 2.2574309408664703
923, 2.2557963533326983
2161, 2.2548684389330447
2855, 2.2521801232360303
399, 2.251536386087537
2166, 2.2493181824684143
1517, 2.2478580363094807
2860, 2.246721561998129
2865, 2.24650177359581
2870, 2.245124649256468
1522, 2.2420166209340096
404, 2.2382716559804976
928, 2.2362150214612484
933, 2.2334337439388037
2875, 2.231996104121208
1527, 2.2299154587090015
1532, 2.22675620339578
1537, 2.2207426503300667
2880, 2.209827534854412
2171, 2.2088725212961435
409, 2.2062935144640505
2176, 2.2055307324044406
1542, 2.198656614869833
2181, 2.198626811383292
2186, 2.189165845513344
938, 2.186500125564635
2885, 2.180488587357104
2191, 2.1725001707673073
2196, 2.171993229072541
2201, 2.1651351619511843
2890, 2.1651002690196037
2895, 2.162489697569981
414, 2.1622996013611555
943, 2.156511691166088
419, 2.1517891958355904
2900, 2.148821420967579
2206, 2.1482242993079126
2211, 2.147193741053343
2216, 2.135969616472721
948, 2.13496118306648
2221, 2.1304640881717205
1547, 2.124992887256667
953, 2.122955236583948
2226, 2.118873704690486
424, 2.1174772921949625
1552, 2.1173199079930782
429, 2.11576084792614
1557, 2.1151764383539557
434, 2.109802182763815
2231, 2.1066553723067045
1562, 2.1048372224904597
2236, 2.102900865371339
2241, 2.1011304929852486
2246, 2.1009294632822275
958, 2.095948975533247
963, 2.095889639109373
968, 2.0956329866312444
973, 2.0935711190104485
2251, 2.091264385730028
978, 2.0852792519144714
2256, 2.0843283217400312
983, 2.0827644281089306
2261, 2.0818293914198875
2905, 2.081371948122978
988, 2.0804012566804886
1567, 2.0799586847424507
993, 2.0778057239949703
2266, 2.0768231227993965
2910, 2.0740616656839848
1572, 2.0704008899629116
2271, 2.0692685395479202
998, 2.063535436987877
439, 2.0628720596432686
1003, 2.0568283880129457
444, 2.056140663102269
1577, 2.048609398305416
2276, 2.046799723058939
2915, 2.043749623000622
1582, 2.040165461599827
2920, 2.0380753185600042
2925, 2.0370988436043262
2281, 2.034701205790043
449, 2.032846667803824
454, 2.031578803434968
1587, 2.029864400625229
1592, 2.0278590815141797
1597, 2.0240616723895073
2286, 2.021851164288819
459, 2.014368001371622
2291, 2.011533949756995
2930, 2.0113643370568752
1602, 2.0111341197043657
2296, 2.00934542901814
2935, 2.008497977629304
464, 2.003418071893975
2940, 1.9988938756287098
1008, 1.9980760514736176
2301, 1.99802665412426
1013, 1.9952596086077392
2945, 1.9950607065111399
1018, 1.994746170938015
1607, 1.9894769713282585
2306, 1.9884879346936941
2311, 1.9871969993691891
1612, 1.9866016991436481
469, 1.9849331798031926
2950, 1.984349636361003
2955, 1.9783287346363068
1617, 1.975711565464735
1622, 1.9699917063117027
2316, 1.969027366489172
2960, 1.9595324615947902
1627, 1.9591698609292507
2321, 1.9568706676363945
2326, 1.946688612923026
474, 1.9446080848574638
2965, 1.9445510860532522
2970, 1.9393211007118225
1632, 1.933963991701603
479, 1.9335920056328177
484, 1.9309230577200651
2331, 1.930209998972714
489, 1.9291684268973768
1637, 1.9265644326806068
494, 1.9166329400613904
1642, 1.9166231788694859
2975, 1.913746696896851
1023, 1.9128176253288984
2980, 1.9114328194409609
2985, 1.9114267751574516
499, 1.9095474127680063
1647, 1.9058701870962977
504, 1.9023871244862676
1652, 1.9007236743345857
2336, 1.8988775331526995
509, 1.8981364448554814
2341, 1.8977581076323986
2346, 1.894167235121131
1028, 1.8845303487032652
1033, 1.8819418977946043
1038, 1.8819149534683675
2990, 1.8816964365541935
514, 1.8800428695976734
2351, 1.879025743342936
1657, 1.8786213174462318
2995, 1.8767695687711239
2356, 1.8717241194099188
1662, 1.8676535561680794
1043, 1.8655107481172308
2361, 1.8619181662797928
3000, 1.8615248473361135
2366, 1.860225435346365
3005, 1.8544349614530802
1667, 1.8542090505361557
1048, 1.8525285739451647
3010, 1.8524794960394502
1053, 1.852255647070706
519, 1.851439381018281
1058, 1.847457006573677
524, 1.8444904461503029
529, 1.843871796503663
3015, 1.84271883033216
1672, 1.8425874377135187
3020, 1.836638767272234
2371, 1.8359041959047318
2376, 1.8348276242613792
1063, 1.8313237242400646
2381, 1.830361875705421
1068, 1.830096690915525
1677, 1.8250069171190262
1073, 1.8203549608588219
1078, 1.8191181514412165
3025, 1.8175709247589111
1083, 1.81503617297858
3030, 1.8145995065569878
1682, 1.8108709007501602
1088, 1.8105167273897678
1093, 1.8091187328100204
3035, 1.808579210191965
3040, 1.8067961558699608
1687, 1.8055446180514991
3045, 1.800982017070055
3050, 1.800683181732893
2386, 1.7995360027998686
1692, 1.7982564447447658
3055, 1.7976227141916752
3060, 1.7959666103124619
1697, 1.792340762913227
1098, 1.788948630914092
2391, 1.7866999516263604
2396, 1.7841698117554188
1103, 1.7785896379500628
1702, 1.7758924514055252
1108, 1.7715924610383809
1113, 1.7708621434867382
2401, 1.7657845374196768
1118, 1.7635111808776855
3065, 1.7618750520050526
534, 1.7610538299195468
2406, 1.7604647856205702
1123, 1.7580517195165157
3070, 1.7543230541050434
1128, 1.751851124688983
2411, 1.7467222977429628
1707, 1.7445245743729174
1712, 1.7403847356326878
1133, 1.7396388482302427
2416, 1.7381929010152817
539, 1.737498258240521
3075, 1.7354476442560554
1138, 1.7323633264750242
2421, 1.7321025840938091
544, 1.7290403614751995
1717, 1.7199010234326124
549, 1.7167363688349724
1143, 1.7151945382356644
3080, 1.7143247034400702
554, 1.7122673690319061
3085, 1.7100934851914644
1722, 1.7089700633659959
1727, 1.7088320273905993
1148, 1.707600586116314
3090, 1.7059737592935562
2426, 1.7052574250847101
1732, 1.7044171299785376
1737, 1.703537763794884
1153, 1.702699655201286
3095, 1.7023135796189308
1158, 1.70000658929348
2431, 1.700005128979683
1163, 1.6955500580370426
3100, 1.695358857512474
1742, 1.6942109018564224
2436, 1.693212081445381
559, 1.6923251659609377
564, 1.6897302586585283
3105, 1.6868804916739464
2441, 1.6865724101662636
1747, 1.6857675313949585
2446, 1.6852083932608366
1168, 1.6840441850945354
2451, 1.6837545558810234
3110, 1.6834436245262623
2456, 1.6831081565469503
1752, 1.6824675761163235
2461, 1.6786256534978747
1173, 1.6777506619691849
1178, 1.6769264601171017
569, 1.6764838355593383
3115, 1.6758300447836518
574, 1.6731933983974159
1757, 1.6726033985614777
579, 1.6682992726564407
2466, 1.6670004986226559
1183, 1.664643065072596
1762, 1.6646100664511323
2471, 1.6638168413192034
3120, 1.6626816987991333
2476, 1.6623652414418757
3125, 1.6623504161834717
3130, 1.6593869421631098
1767, 1.651134679093957
584, 1.647420972585678
1772, 1.6465497924946249
1188, 1.6451272889971733
2481, 1.6433320008218288
1193, 1.6414351193234324
1198, 1.638644490391016
1777, 1.6377367600798607
1782, 1.6364898011088371
1787, 1.6342906393110752
589, 1.6312388139776886
594, 1.6308603882789612
599, 1.6303025763481855
2486, 1.6234598383307457
1203, 1.623414978850633
604, 1.6215915298089385
1792, 1.620623379945755
1797, 1.6164698861539364
609, 1.6154541219584644
2491, 1.6054925583302975
1208, 1.6048126807436347
1802, 1.601917744614184
3135, 1.5981340110301971
2496, 1.596206046640873
2501, 1.5926885344088078
1807, 1.5865347422659397
3140, 1.5839194413274527
2506, 1.5785687286406755
1812, 1.5762064941227436
2511, 1.5757768861949444
2516, 1.5748555399477482
2521, 1.5745093580335379
1213, 1.5740590393543243
1817, 1.5729987863451242
614, 1.5718257380649447
1822, 1.5712465774267912
1827, 1.5669268616475165
1218, 1.566496525425464
619, 1.566419504582882
1223, 1.566088573075831
2526, 1.5656557958573103
2531, 1.5627550017088652
1832, 1.5604915134608746
1837, 1.5600348054431379
1228, 1.5550555614754558
2536, 1.5549210393801332
1842, 1.5533231794834137
1233, 1.5531004834920168
1847, 1.5507103241980076
3145, 1.5494568049907684
2541, 1.5487349508330226
1238, 1.5434465110301971
1243, 1.5421719753649086
3150, 1.5416599251329899
2546, 1.5376232787966728
2551, 1.5368430484086275
2556, 1.5360386222600937
1852, 1.5330576207488775
3155, 1.5323487129062414
624, 1.5287606050260365
2561, 1.527719552977942
1248, 1.5202145874500275
2566, 1.518215167336166
3160, 1.5157250557094812
2571, 1.5150902014574967
2576, 1.5132315112277865
1253, 1.5117496848106384
1258, 1.5090491082519293
2581, 1.5057925067376345
629, 1.5033617240842432
634, 1.4980744253844023
1263, 1.4979584403336048
1268, 1.4946811444824561
1273, 1.493738066405058
3165, 1.4910612886305898
3170, 1.4901701547205448
3175, 1.489496076013893
2586, 1.4852349979410064
1857, 1.4813959393650293
3180, 1.4807363152503967
2591, 1.4805353907868266
639, 1.4803476724773645
3185, 1.479161862283945
1278, 1.4780185800045729
644, 1.4778013061732054
1283, 1.4777597044594586
2596, 1.4770325729623437
2601, 1.4741653092205524
3190, 1.4723850525915623
1862, 1.470711538568139
1867, 1.470464525744319
1288, 1.470307134091854
3195, 1.467376235872507
2606, 1.4667612733319402
649, 1.4659428710583597
1872, 1.4646677169948816
1877, 1.464595711324364
2611, 1.4638346694409847
1882, 1.46258774981834
1293, 1.4586749118752778
1298, 1.4536173003725708
654, 1.4525723904371262
2616, 1.4476538905873895
2621, 1.4466230068355799
1887, 1.4443301185965538
2626, 1.4417689004912972
1892, 1.4402439021505415
659, 1.438949640840292
664, 1.4367707197088748
1897, 1.436436897260137
3200, 1.43300361931324
669, 1.432023387402296
2631, 1.4310795553028584
674, 1.4304967103525996
1303, 1.428554548881948
1902, 1.4278680523857474
679, 1.4234225861728191
1907, 1.4213991612195969
3205, 1.4209714010357857
684, 1.4193717502057552
689, 1.4190880246460438
1912, 1.4165586605668068
1308, 1.412285942118615
3210, 1.4116397192701697
1917, 1.409731077030301
3215, 1.4087202227674425
2636, 1.4085283209569752
1313, 1.4081898257136345
694, 1.4080092646181583
3220, 1.4025365659035742
699, 1.4004732659086585
1318, 1.3995460297446698
704, 1.3993298085406423
2641, 1.398817926645279
2646, 1.3972569331526756
2651, 1.3970714323222637
2656, 1.39641148224473
1922, 1.3963627833873034
1927, 1.3954955385997891
2661, 1.3952572476118803
1932, 1.3951272200793028
3225, 1.392523662187159
3230, 1.392205499112606
1323, 1.3897703755646944
2666, 1.3885257197543979
709, 1.3881470616906881
3235, 1.387992566160392
1937, 1.3876141654327512
1942, 1.3870260985568166
1328, 1.3854247396811843
1947, 1.3829267285764217
1333, 1.3826305400580168
714, 1.3814290054142475
3240, 1.3807978769764304
3245, 1.3758533261716366
3250, 1.3747447486966848
2671, 1.3747315425425768
1952, 1.3736246610060334
2676, 1.3674438446760178
1338, 1.3672759183682501
1957, 1.3630130437668413
719, 1.361224512103945
1343, 1.360088700428605
3255, 1.3598484578542411
1962, 1.3587766885757446
2681, 1.3587404787540436
1348, 1.356799122004304
2686, 1.35567775554955
3260, 1.3546326383948326
3265, 1.3536954312585294
1353, 1.352944397367537
3270, 1.3502066676155664
724, 1.3469248823821545
1358, 1.3457157891243696
1967, 1.3456110707484186
1363, 1.345258554443717
1972, 1.3441012408584356
729, 1.3432662105187774
2691, 1.343178360373713
734, 1.3418534137308598
1368, 1.3392304624430835
1373, 1.3385263248346746
1977, 1.3367803385481238
3275, 1.3342495979741216
2696, 1.3339792899787426
2701, 1.3339650519192219
739, 1.3301376707386225
3280, 1.32639991492033
744, 1.322192830964923
1378, 1.3211762350983918
1982, 1.3211596542969346
749, 1.3211256824433804
3285, 1.3200742416083813
2706, 1.3200246319174767
3290, 1.3198152780532837
2711, 1.318636548705399
1383, 1.3182485178112984
1388, 1.3173021338880062
2716, 1.3152067484334111
1987, 1.314042430371046
1992, 1.313584465533495
754, 1.312852242961526
3295, 1.311604215297848
759, 1.3112348383292556
764, 1.310694748070091
3300, 1.3106165062636137
769, 1.3102064244449139
1393, 1.3096523992717266
1997, 1.3081800919026136
2002, 1.3034426104277372
3305, 1.3027733117341995
774, 1.300864964723587
779, 1.2996659027412534
1398, 1.2989135719835758
2721, 1.2988166511058807
1403, 1.2960969908162951
784, 1.2957445197971538
2007, 1.2953895591199398
1408, 1.2949267942458391
2726, 1.2904045414179564
789, 1.2889943718910217
2012, 1.2873171269893646
2731, 1.2873050978560059
1413, 1.2865549977868795
2017, 1.2864025011658669
2022, 1.2863711919635534
794, 1.2849869579076767
2736, 1.2833505710586905
1418, 1.2792295244871639
3310, 1.2757266035769135
2027, 1.2756154937669635
799, 1.273588353767991
2032, 1.2715453827986494
2741, 1.2712005861103535
2037, 1.270723876543343
1423, 1.2661731006810442
3315, 1.2660076469182968
2746, 1.2640224068909447
804, 1.26203661900945
2751, 1.260877313092351
3320, 1.2604359574615955
809, 1.2598694376647472
1428, 1.2582663372159004
814, 1.255293533205986
2756, 1.2552288542501628
2042, 1.2530222535133362
1433, 1.2512642368674278
1438, 1.2512229215353727
2047, 1.2507756818085909
1443, 1.2503940649330616
1448, 1.2500231713056564
2761, 1.2486634771339595
3325, 1.246974699664861
3330, 1.2410668171942234
819, 1.236299569485709
2766, 1.2357088923454285
2052, 1.2335284426808357
824, 1.2325155672151595
2057, 1.2300100573338568
829, 1.2278390545397997
834, 1.2255687480792403
2062, 1.2239585891366005
2067, 1.222837520763278
839, 1.2217190677765757
2771, 1.2212081551551819
2072, 1.2199051845818758
1453, 1.2187156863510609
2776, 1.218567008152604
844, 1.2169107012450695
2781, 1.2167523615062237
2077, 1.2163260784000158
3335, 1.2152477204799652
849, 1.2146187461912632
2082, 1.214504387229681
2087, 1.2144065536558628
2786, 1.2143291160464287
854, 1.2138564051128924
2092, 1.213113558711484
2097, 1.2120301140821539
3340, 1.211724393069744
859, 1.211283441632986
2791, 1.2104394007474184
1458, 1.2102797427796759
1463, 1.2092885473393835
864, 1.206572514027357
2796, 1.2053059589816257
2801, 1.2039848156273365
2806, 1.2005419079214334
2102, 1.2002069503068924
1468, 1.1989476531744003
2107, 1.1986303878948092
3345, 1.1982238600612618
1473, 1.1972798936767504
2112, 1.1955385855399072
2811, 1.1934174112975597
1478, 1.1904023475944996
869, 1.1896075792610645
1483, 1.1872369786724448
1488, 1.1859547272324562
2816, 1.184155534952879
1493, 1.1828338222112507
3350, 1.1823434457182884
2821, 1.1810384287964553
874, 1.1800161004066467
879, 1.1790373211260885
2826, 1.1778775418642908
1498, 1.1774505299981683
2117, 1.1771330962656066
2122, 1.1744748916244134
3355, 1.1739737447351217
3360, 1.1739493031054735
3365, 1.1725529108080082
1503, 1.1724637262523174
2127, 1.1695292815566063
2132, 1.1665603239671327
3370, 1.1647096276283264
2831, 1.162915889173746
884, 1.1625115014612675
889, 1.1619689268991351
2137, 1.1599221890210174
3375, 1.159106109291315
2836, 1.1574790780432522
894, 1.156464489060454
2841, 1.1536221913993359
2142, 1.1535444064065814
899, 1.1514325367752463
3380, 1.1511474521830678
904, 1.1502680517733097
909, 1.1459584198892117
1508, 1.1424599345773458
1513, 1.1402817387133837
2147, 1.139883924741298
2846, 1.1389052821323276
2152, 1.1339800227433443
2851, 1.133460170822218
914, 1.1330473681446165
3385, 1.132645239122212
919, 1.1322071459144354
3390, 1.13147116266191
2157, 1.1287154704332352
924, 1.1278981766663492
2162, 1.1274342194665223
2856, 1.1260900616180152
2167, 1.1246590912342072
1518, 1.1239290181547403
2861, 1.1233607809990644
3395, 1.1233371859416366
2866, 1.123250886797905
2871, 1.122562324628234
1523, 1.1210083104670048
929, 1.1181075107306242
934, 1.1167168719694018
2876, 1.115998052060604
1528, 1.1149577293545008
1533, 1.11337810169789
3400, 1.1110187992453575
1538, 1.1103713251650333
2881, 1.104913767427206
2172, 1.1044362606480718
2177, 1.1027653662022203
1543, 1.0993283074349165
2182, 1.099313405691646
2187, 1.094582922756672
3405, 1.0943117085844278
939, 1.0932500627823174
3410, 1.0929610035382211
3415, 1.0924407131969929
3420, 1.0903836153447628
2886, 1.090244293678552
2192, 1.0862500853836536
2197, 1.0859966145362705
2202, 1.0825675809755921
2891, 1.0825501345098019
2896, 1.0812448487849906
944, 1.078255845583044
2901, 1.0744107104837894
2207, 1.0741121496539563
2212, 1.0735968705266714
3425, 1.073249553795904
3430, 1.069795543095097
2217, 1.0679848082363605
949, 1.06748059153324
2222, 1.0652320440858603
1548, 1.0624964436283335
954, 1.061477618291974
2227, 1.059436852345243
1553, 1.0586599539965391
1558, 1.0575882191769779
3435, 1.0569374980404973
3440, 1.0545870177447796
2232, 1.0533276861533523
1563, 1.0524186112452298
2237, 1.0514504326856695
2242, 1.0505652464926243
2247, 1.0504647316411138
959, 1.0479744877666235
964, 1.0479448195546865
969, 1.0478164933156222
3445, 1.047054983820999
974, 1.0467855595052242
2252, 1.045632192865014
3450, 1.0430840952321887
979, 1.0426396259572357
2257, 1.0421641608700156
984, 1.0413822140544653
2262, 1.0409146957099438
2906, 1.040685974061489
989, 1.0402006283402443
1568, 1.0399793423712254
3455, 1.0394112720387056
994, 1.0389028619974852
2267, 1.0384115613996983
2911, 1.0370308328419924
1573, 1.0352004449814558
2272, 1.0346342697739601
999, 1.0317677184939384
1004, 1.0284141940064728
1578, 1.024304699152708
2277, 1.0233998615294695
3460, 1.0225344223435968
2916, 1.021874811500311
1583, 1.0200827307999134
2921, 1.0190376592800021
3465, 1.0188493467867374
2926, 1.0185494218021631
2282, 1.0173506028950214
1588, 1.0149322003126144
1593, 1.0139295407570899
3470, 1.0131478738039732
1598, 1.0120308361947536
2287, 1.0109255821444094
3475, 1.009218318387866
3480, 1.0076145706698298
3485, 1.0073127641808242
2292, 1.0057669748784974
2931, 1.0056821685284376
1603, 1.0055670598521829
2297, 1.00467271450907
3490, 1.0045289564877748
2936, 1.004248988814652
3495, 1.0007211742922664
2941, 0.9994469378143549
1009, 0.9990380257368088
2302, 0.99901332706213
3500, 0.9976442847400904
1014, 0.9976298043038696
2946, 0.9975303532555699
1019, 0.9973730854690075
1608, 0.9947384856641293
2307, 0.9942439673468471
2312, 0.9935984996845946
1613, 0.9933008495718241
2951, 0.9921748181805015
2956, 0.9891643673181534
1618, 0.9878557827323675
3505, 0.9872086392715573
1623, 0.9849958531558514
2317, 0.984513683244586
2961, 0.9797662307973951
1628, 0.9795849304646254
2322, 0.9784353338181973
3510, 0.9768692874349654
2327, 0.973344306461513
2966, 0.9722755430266261
3515, 0.9711615089327097
2971, 0.9696605503559113
3520, 0.9691399424336851
1633, 0.9669819958508015
2332, 0.965104999486357
3525, 0.9647953882813454
1638, 0.9632822163403034
3530, 0.959775498136878
1643, 0.9583115894347429
2976, 0.9568733484484255
1024, 0.9564088126644492
2981, 0.9557164097204804
2986, 0.9557133875787258
1648, 0.9529350935481489
1653, 0.9503618371672928
2337, 0.9494387665763497
2342, 0.9488790538161993
2347, 0.9470836175605655
3535, 0.9467595107853413
3540, 0.9429453727789223
1029, 0.9422651743516326
1034, 0.9409709488973022
1039, 0.9409574767341837
2991, 0.9408482182770967
2352, 0.939512871671468
1658, 0.9393106587231159
2996, 0.9383847843855619
2357, 0.9358620597049594
1663, 0.9338267780840397
1044, 0.9327553740586154
2362, 0.9309590831398964
3001, 0.9307624236680567
2367, 0.9301127176731825
3545, 0.928487746976316
3550, 0.9273913090582937
3006, 0.9272174807265401
1668, 0.9271045252680779
1049, 0.9262642869725823
